discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_name,country_code,country_3_letter_code
Artistic Gymnastics,tokyo-2020,Men's Vault,Men,SILVER,Athlete,Denis ABLYAZIN,ROC,ROC,ROC
Artistic Gymnastics,tokyo-2020,Men's Vault,Men,BRONZE,Athlete,Artur DAVTYAN,Armenia,AM,ARM
Artistic Gymnastics,tokyo-2020,Men's Vault,Men,GOLD,Athlete,Jeahwan SHIN,Republic of Korea,KR,KOR
Artistic Gymnastics,tokyo-2020,Women's Floor Exercise,Women,GOLD,Athlete,Jade CAREY,United States of America,US,USA
Artistic Gymnastics,tokyo-2020,Women's Floor Exercise,Women,SILVER,Athlete,Vanessa FERRARI,Italy,IT,ITA
Artistic Gymnastics,tokyo-2020,Women's Floor Exercise,Women,BRONZE,Athlete,Angelina MELNIKOVA,ROC,ROC,ROC
Artistic Gymnastics,tokyo-2020,Women's Floor Exercise,Women,BRONZE,Athlete,Mai MURAKAMI,Japan,JP,JPN
Artistic Gymnastics,tokyo-2020,Women's Uneven Bars,Women,GOLD,Athlete,Nina DERWAEL,Belgium,BE,BEL
Artistic Gymnastics,tokyo-2020,Women's Uneven Bars,Women,BRONZE,Athlete,Sunisa LEE,United States of America,US,USA
Artistic Gymnastics,tokyo-2020,Women's Uneven Bars,Women,SILVER,Athlete,Anastasiia ILIANKOVA,ROC,ROC,ROC
Artistic Gymnastics,tokyo-2020,Men's Parallel Bars,Men,BRONZE,Athlete,Ferhat ARICAN,Turkey,TR,TUR
Artistic Gymnastics,tokyo-2020,Men's Parallel Bars,Men,GOLD,Athlete,Jingyuan ZOU,People's Republic of China,CN,CHN
Artistic Gymnastics,tokyo-2020,Men's Parallel Bars,Men,SILVER,Athlete,Lukas DAUSER,Germany,DE,GER
Artistic Gymnastics,tokyo-2020,Men's Floor Exercise,Men,SILVER,Athlete,Rayderley Miguel ZAPATA,Spain,ES,ESP
Artistic Gymnastics,tokyo-2020,Men's Floor Exercise,Men,GOLD,Athlete,Artem DOLGOPYAT,Israel,IL,ISR
Artistic Gymnastics,tokyo-2020,Men's Floor Exercise,Men,BRONZE,Athlete,Ruoteng XIAO,People's Republic of China,CN,CHN
Artistic Gymnastics,tokyo-2020,Men's Rings,Men,GOLD,Athlete,Yang LIU,People's Republic of China,CN,CHN
Artistic Gymnastics,tokyo-2020,Men's Rings,Men,BRONZE,Athlete,Eleftherios PETROUNIAS,Greece,GR,GRE
Artistic Gymnastics,tokyo-2020,Men's Rings,Men,SILVER,Athlete,Hao YOU,People's Republic of China,CN,CHN
Golf,tokyo-2020,Women's Individual Stroke Play,Women,SILVER,Athlete,Mone INAMI,Japan,JP,JPN
Golf,tokyo-2020,Women's Individual Stroke Play,Women,BRONZE,Athlete,Lydia KO,New Zealand,NZ,NZL
Golf,tokyo-2020,Women's Individual Stroke Play,Women,GOLD,Athlete,Nelly KORDA,United States of America,US,USA
Golf,tokyo-2020,Men's Individual Stroke Play,Men,SILVER,Athlete,Rory SABBATINI,Slovakia,SK,SVK
Golf,tokyo-2020,Men's Individual Stroke Play,Men,BRONZE,Athlete,C.T. PAN,Chinese Taipei,TW,TPE
Golf,tokyo-2020,Men's Individual Stroke Play,Men,GOLD,Athlete,Xander SCHAUFFELE,United States of America,US,USA
Cycling BMX Freestyle,tokyo-2020,Women's Park,Women,BRONZE,Athlete,Nikita DUCARROZ,Switzerland,CH,SUI
Cycling BMX Freestyle,tokyo-2020,Women's Park,Women,GOLD,Athlete,Charlotte WORTHINGTON,Great Britain,GB,GBR
Cycling BMX Freestyle,tokyo-2020,Women's Park,Women,SILVER,Athlete,Hannah ROBERTS,United States of America,US,USA
Cycling BMX Freestyle,tokyo-2020,Men's Park,Men,GOLD,Athlete,Logan MARTIN,Australia,AU,AUS
Cycling BMX Freestyle,tokyo-2020,Men's Park,Men,SILVER,Athlete,Daniel DHERS,Venezuela,VE,VEN
Cycling BMX Freestyle,tokyo-2020,Men's Park,Men,BRONZE,Athlete,Declan BROOKS,Great Britain,GB,GBR
Judo,tokyo-2020,Mixed Team,Mixed,GOLD,GameTeam,,France,FR,FRA
Judo,tokyo-2020,Mixed Team,Mixed,SILVER,GameTeam,,Japan,JP,JPN
Judo,tokyo-2020,Mixed Team,Mixed,BRONZE,GameTeam,,Germany,DE,GER
Judo,tokyo-2020,Mixed Team,Mixed,BRONZE,GameTeam,,Israel,IL,ISR
Judo,tokyo-2020,Women -57 kg,Women,GOLD,Athlete,Nora GJAKOVA,Kosovo,XK,KOS
Judo,tokyo-2020,Women -57 kg,Women,SILVER,Athlete,Sarah Leonie CYSIQUE,France,FR,FRA
Judo,tokyo-2020,Women -57 kg,Women,BRONZE,Athlete,Tsukasa YOSHIDA,Japan,JP,JPN
Judo,tokyo-2020,Women -57 kg,Women,BRONZE,Athlete,Jessica KLIMKAIT,Canada,CA,CAN
Judo,tokyo-2020,Women +78 kg,Women,BRONZE,Athlete,Romane DICKO,France,FR,FRA
Judo,tokyo-2020,Women +78 kg,Women,BRONZE,Athlete,Iryna KINDZERSKA,Azerbaijan,AZ,AZE
Judo,tokyo-2020,Women +78 kg,Women,GOLD,Athlete,Akira SONE,Japan,JP,JPN
Judo,tokyo-2020,Women +78 kg,Women,SILVER,Athlete,Idalys ORTIZ,Cuba,CU,CUB
Judo,tokyo-2020,Women -70 kg,Women,BRONZE,Athlete,Madina TAIMAZOVA,ROC,ROC,ROC
Judo,tokyo-2020,Women -70 kg,Women,GOLD,Athlete,Chizuru ARAI,Japan,JP,JPN
Judo,tokyo-2020,Women -70 kg,Women,BRONZE,Athlete,Sanne VAN DIJKE,Netherlands,NL,NED
Judo,tokyo-2020,Women -70 kg,Women,SILVER,Athlete,Michaela POLLERES,Austria,AT,AUT
Judo,tokyo-2020,Women -78 kg,Women,GOLD,Athlete,Shori HAMADA,Japan,JP,JPN
Judo,tokyo-2020,Women -78 kg,Women,SILVER,Athlete,Madeleine MALONGA,France,FR,FRA
Judo,tokyo-2020,Women -78 kg,Women,BRONZE,Athlete,Mayra AGUIAR,Brazil,BR,BRA
Judo,tokyo-2020,Women -78 kg,Women,BRONZE,Athlete,Anna-Maria WAGNER,Germany,DE,GER
Judo,tokyo-2020,Men -81 kg,Men,GOLD,Athlete,Takanori NAGASE,Japan,JP,JPN
Judo,tokyo-2020,Men -81 kg,Men,BRONZE,Athlete,Shamil BORCHASHVILI,Austria,AT,AUT
Judo,tokyo-2020,Men -81 kg,Men,SILVER,Athlete,Saeid MOLLAEI,Mongolia,MN,MGL
Judo,tokyo-2020,Men -81 kg,Men,BRONZE,Athlete,Matthias CASSE,Belgium,BE,BEL
Judo,tokyo-2020,Men -66 kg,Men,SILVER,Athlete,Vazha MARGVELASHVILI,Georgia,GE,GEO
Judo,tokyo-2020,Men -66 kg,Men,BRONZE,Athlete,Baul AN,Republic of Korea,KR,KOR
Judo,tokyo-2020,Men -66 kg,Men,BRONZE,Athlete,Daniel CARGNIN,Brazil,BR,BRA
Judo,tokyo-2020,Men -66 kg,Men,GOLD,Athlete,Hifumi ABE,Japan,JP,JPN
Judo,tokyo-2020,Men -73 kg,Men,BRONZE,Athlete,Tsogtbaatar TSEND-OCHIR,Mongolia,MN,MGL
Judo,tokyo-2020,Men -73 kg,Men,SILVER,Athlete,Lasha SHAVDATUASHVILI,Georgia,GE,GEO
Judo,tokyo-2020,Men -73 kg,Men,GOLD,Athlete,Shohei ONO,Japan,JP,JPN
Judo,tokyo-2020,Men -73 kg,Men,BRONZE,Athlete,Changrim AN,Republic of Korea,KR,KOR
Judo,tokyo-2020,Women -48 kg,Women,GOLD,Athlete,Distria KRASNIQI,Kosovo,XK,KOS
Judo,tokyo-2020,Women -48 kg,Women,BRONZE,Athlete,Daria BILODID,Ukraine,UA,UKR
Judo,tokyo-2020,Women -48 kg,Women,SILVER,Athlete,Funa TONAKI,Japan,JP,JPN
Judo,tokyo-2020,Women -48 kg,Women,BRONZE,Athlete,Urantsetseg MUNKHBAT,Mongolia,MN,MGL
Judo,tokyo-2020,Men +100 kg,Men,BRONZE,Athlete,Tamerlan BASHAEV,ROC,ROC,ROC
Judo,tokyo-2020,Men +100 kg,Men,BRONZE,Athlete,Teddy RINER,France,FR,FRA
Judo,tokyo-2020,Men +100 kg,Men,GOLD,Athlete,Lukas KRPALEK,Czech Republic,CZ,CZE
Judo,tokyo-2020,Men +100 kg,Men,SILVER,Athlete,Guram TUSHISHVILI,Georgia,GE,GEO
Judo,tokyo-2020,Men -90 kg,Men,BRONZE,Athlete,Krisztian TOTH,Hungary,HU,HUN
Judo,tokyo-2020,Men -90 kg,Men,GOLD,Athlete,Lasha BEKAURI,Georgia,GE,GEO
Judo,tokyo-2020,Men -90 kg,Men,BRONZE,Athlete,Davlat BOBONOV,Uzbekistan,UZ,UZB
Judo,tokyo-2020,Men -90 kg,Men,SILVER,Athlete,Eduard TRIPPEL,Germany,DE,GER
Judo,tokyo-2020,Men -100 kg,Men,GOLD,Athlete,Aaron WOLF,Japan,JP,JPN
Judo,tokyo-2020,Men -100 kg,Men,BRONZE,Athlete,Jorge FONSECA,Portugal,PT,POR
Judo,tokyo-2020,Men -100 kg,Men,SILVER,Athlete,Guham CHO,Republic of Korea,KR,KOR
Judo,tokyo-2020,Men -100 kg,Men,BRONZE,Athlete,Niiaz ILIASOV,ROC,ROC,ROC
Judo,tokyo-2020,Men -60 kg,Men,GOLD,Athlete,Naohisa TAKATO,Japan,JP,JPN
Judo,tokyo-2020,Men -60 kg,Men,BRONZE,Athlete,Yeldos SMETOV,Kazakhstan,KZ,KAZ
Judo,tokyo-2020,Men -60 kg,Men,BRONZE,Athlete,Luka MKHEIDZE,France,FR,FRA
Judo,tokyo-2020,Men -60 kg,Men,SILVER,Athlete,Yung Wei YANG,Chinese Taipei,TW,TPE
Judo,tokyo-2020,Women -63 kg,Women,SILVER,Athlete,Tina TRSTENJAK,Slovenia,SI,SLO
Judo,tokyo-2020,Women -63 kg,Women,BRONZE,Athlete,Maria CENTRACCHIO,Italy,IT,ITA
Judo,tokyo-2020,Women -63 kg,Women,GOLD,Athlete,Clarisse AGBEGNENOU,France,FR,FRA
Judo,tokyo-2020,Women -63 kg,Women,BRONZE,Athlete,Catherine BEAUCHEMIN-PINARD,Canada,CA,CAN
Judo,tokyo-2020,Women -52 kg,Women,GOLD,Athlete,Uta ABE,Japan,JP,JPN
Judo,tokyo-2020,Women -52 kg,Women,BRONZE,Athlete,Chelsie GILES,Great Britain,GB,GBR
Judo,tokyo-2020,Women -52 kg,Women,BRONZE,Athlete,Odette GIUFFRIDA,Italy,IT,ITA
Judo,tokyo-2020,Women -52 kg,Women,SILVER,Athlete,Amandine BUCHARD,France,FR,FRA
Skateboarding,tokyo-2020,Women's Street,Women,GOLD,Athlete,Momiji NISHIYA,Japan,JP,JPN
Skateboarding,tokyo-2020,Women's Street,Women,SILVER,Athlete,Rayssa LEAL,Brazil,BR,BRA
Skateboarding,tokyo-2020,Women's Street,Women,BRONZE,Athlete,Funa NAKAYAMA,Japan,JP,JPN
Skateboarding,tokyo-2020,Men's Park,Men,SILVER,Athlete,Pedro BARROS,Brazil,BR,BRA
Skateboarding,tokyo-2020,Men's Park,Men,GOLD,Athlete,Keegan PALMER,Australia,AU,AUS
Skateboarding,tokyo-2020,Men's Park,Men,BRONZE,Athlete,Cory JUNEAU,United States of America,US,USA
Skateboarding,tokyo-2020,Women's Park,Women,BRONZE,Athlete,Sky BROWN,Great Britain,GB,GBR
Skateboarding,tokyo-2020,Women's Park,Women,SILVER,Athlete,Kokona HIRAKI,Japan,JP,JPN
Skateboarding,tokyo-2020,Women's Park,Women,GOLD,Athlete,Sakura YOSOZUMI,Japan,JP,JPN
Skateboarding,tokyo-2020,Men's Street,Men,GOLD,Athlete,Yuto HORIGOME,Japan,JP,JPN
Skateboarding,tokyo-2020,Men's Street,Men,BRONZE,Athlete,Jagger EATON,United States of America,US,USA
Skateboarding,tokyo-2020,Men's Street,Men,SILVER,Athlete,Kelvin HOEFLER,Brazil,BR,BRA
Archery,tokyo-2020,Women's Individual,Women,GOLD,Athlete,San AN,Republic of Korea,KR,KOR
Archery,tokyo-2020,Women's Individual,Women,SILVER,Athlete,Elena OSIPOVA,ROC,ROC,ROC
Archery,tokyo-2020,Women's Individual,Women,BRONZE,Athlete,Lucilla BOARI,Italy,IT,ITA
Archery,tokyo-2020,Men's Individual,Men,BRONZE,Athlete,Takaharu FURUKAWA,Japan,JP,JPN
Archery,tokyo-2020,Men's Individual,Men,GOLD,Athlete,Mete GAZOZ,Turkey,TR,TUR
Archery,tokyo-2020,Men's Individual,Men,SILVER,Athlete,Mauro NESPOLI,Italy,IT,ITA
Archery,tokyo-2020,Women's Team,Women,GOLD,GameTeam,,Republic of Korea,KR,KOR
Archery,tokyo-2020,Women's Team,Women,SILVER,GameTeam,,ROC,ROC,ROC
Archery,tokyo-2020,Women's Team,Women,BRONZE,GameTeam,,Germany,DE,GER
Archery,tokyo-2020,Mixed Team,Mixed,GOLD,GameTeam,San AN,Republic of Korea,KR,KOR
Archery,tokyo-2020,Mixed Team,Mixed,GOLD,GameTeam,Je Deok KIM,Republic of Korea,KR,KOR
Archery,tokyo-2020,Mixed Team,Mixed,SILVER,GameTeam,Gabriela BAYARDO,Netherlands,NL,NED
Archery,tokyo-2020,Mixed Team,Mixed,SILVER,GameTeam,Steve WIJLER,Netherlands,NL,NED
Archery,tokyo-2020,Mixed Team,Mixed,BRONZE,GameTeam,Alejandra VALENCIA,Mexico,MX,MEX
Archery,tokyo-2020,Mixed Team,Mixed,BRONZE,GameTeam,Luis ALVAREZ,Mexico,MX,MEX
Archery,tokyo-2020,Men's Team,Men,GOLD,GameTeam,,Republic of Korea,KR,KOR
Archery,tokyo-2020,Men's Team,Men,SILVER,GameTeam,,Chinese Taipei,TW,TPE
Archery,tokyo-2020,Men's Team,Men,BRONZE,GameTeam,,Japan,JP,JPN
Weightlifting,tokyo-2020,Men's 61kg,Men,SILVER,Athlete,Eko Yuli IRAWAN,Indonesia,ID,INA
Weightlifting,tokyo-2020,Men's 61kg,Men,GOLD,Athlete,Fabin LI,People's Republic of China,CN,CHN
Weightlifting,tokyo-2020,Men's 61kg,Men,BRONZE,Athlete,Igor SON,Kazakhstan,KZ,KAZ
Weightlifting,tokyo-2020,Women's 55kg,Women,SILVER,Athlete,Qiuyun LIAO,People's Republic of China,CN,CHN
Weightlifting,tokyo-2020,Women's 55kg,Women,BRONZE,Athlete,Zulfiya CHINSHANLO,Kazakhstan,KZ,KAZ
Weightlifting,tokyo-2020,Women's 55kg,Women,GOLD,Athlete,Hidilyn DIAZ,Philippines,PH,PHI
Weightlifting,tokyo-2020,Men's 67kg,Men,BRONZE,Athlete,Mirko ZANNI,Italy,IT,ITA
Weightlifting,tokyo-2020,Men's 67kg,Men,SILVER,Athlete,Luis Javier MOSQUERA LOZANO,Colombia,CO,COL
Weightlifting,tokyo-2020,Men's 67kg,Men,GOLD,Athlete,Lijun CHEN,People's Republic of China,CN,CHN
Weightlifting,tokyo-2020,Men's 81kg,Men,GOLD,Athlete,Xiaojun LYU,People's Republic of China,CN,CHN
Weightlifting,tokyo-2020,Men's 81kg,Men,SILVER,Athlete,Zacarias BONNAT MICHEL,Dominican Republic,DO,DOM
Weightlifting,tokyo-2020,Men's 81kg,Men,BRONZE,Athlete,Antonino PIZZOLATO,Italy,IT,ITA
Weightlifting,tokyo-2020,Women's +87kg,Women,BRONZE,Athlete,Sarah ROBLES,United States of America,US,USA
Weightlifting,tokyo-2020,Women's +87kg,Women,SILVER,Athlete,Emily Jade CAMPBELL,Great Britain,GB,GBR
Weightlifting,tokyo-2020,Women's +87kg,Women,GOLD,Athlete,Wenwen LI,People's Republic of China,CN,CHN
Weightlifting,tokyo-2020,Women's 87kg,Women,SILVER,Athlete,Tamara Yajaira SALAZAR ARCE,Ecuador,EC,ECU
Weightlifting,tokyo-2020,Women's 87kg,Women,BRONZE,Athlete,Cismery Dominga SANTANA PEGUERO,Dominican Republic,DO,DOM
Weightlifting,tokyo-2020,Women's 87kg,Women,GOLD,Athlete,Zhouyu WANG,People's Republic of China,CN,CHN
Weightlifting,tokyo-2020,Men's +109kg,Men,BRONZE,Athlete,Man ASAAD,Syrian Arab Republic,SY,SYR
Weightlifting,tokyo-2020,Men's +109kg,Men,GOLD,Athlete,Lasha TALAKHADZE,Georgia,GE,GEO
Weightlifting,tokyo-2020,Men's +109kg,Men,SILVER,Athlete,Ali DAVOUDI,Islamic Republic of Iran,IR,IRI
Weightlifting,tokyo-2020,Women's 59kg,Women,SILVER,Athlete,Polina GURYEVA,Turkmenistan,TM,TKM
Weightlifting,tokyo-2020,Women's 59kg,Women,BRONZE,Athlete,Mikiko ANDOH,Japan,JP,JPN
Weightlifting,tokyo-2020,Women's 59kg,Women,GOLD,Athlete,Hsing-Chun KUO,Chinese Taipei,TW,TPE
Weightlifting,tokyo-2020,Women's 64kg,Women,GOLD,Athlete,Maude G CHARRON,Canada,CA,CAN
Weightlifting,tokyo-2020,Women's 64kg,Women,SILVER,Athlete,Giorgia BORDIGNON,Italy,IT,ITA
Weightlifting,tokyo-2020,Women's 64kg,Women,BRONZE,Athlete,Wen-Huei CHEN,Chinese Taipei,TW,TPE
Weightlifting,tokyo-2020,Men's 73kg,Men,GOLD,Athlete,Zhiyong SHI,People's Republic of China,CN,CHN
Weightlifting,tokyo-2020,Men's 73kg,Men,SILVER,Athlete,Julio Ruben MAYORA PERNIA,Venezuela,VE,VEN
Weightlifting,tokyo-2020,Men's 73kg,Men,BRONZE,Athlete,Rahmat Erwin ABDULLAH,Indonesia,ID,INA
Weightlifting,tokyo-2020,Women's 49kg,Women,SILVER,Athlete,Chanu Saikhom MIRABAI CHANU,India,IN,IND
Weightlifting,tokyo-2020,Women's 49kg,Women,BRONZE,Athlete,Windy Cantika AISAH,Indonesia,ID,INA
Weightlifting,tokyo-2020,Women's 49kg,Women,GOLD,Athlete,Zhihui HOU,People's Republic of China,CN,CHN
Weightlifting,tokyo-2020,Men's 96kg,Men,SILVER,Athlete,Keydomar Giovanni VALLENILLA SANCHEZ,Venezuela,VE,VEN
Weightlifting,tokyo-2020,Men's 96kg,Men,GOLD,Athlete,Fares Ibrahim E. H. ELBAKH,Qatar,QA,QAT
Weightlifting,tokyo-2020,Men's 96kg,Men,BRONZE,Athlete,Anton PLIESNOI,Georgia,GE,GEO
Weightlifting,tokyo-2020,Women's 76kg,Women,BRONZE,Athlete,Aremi FUENTES ZAVALA,Mexico,MX,MEX
Weightlifting,tokyo-2020,Women's 76kg,Women,GOLD,Athlete,Neisi Patricia DAJOMES BARRERA,Ecuador,EC,ECU
Weightlifting,tokyo-2020,Women's 76kg,Women,SILVER,Athlete,Katherine Elizabeth NYE,United States of America,US,USA
Weightlifting,tokyo-2020,Men's 109kg,Men,SILVER,Athlete,Simon MARTIROSYAN,Armenia,AM,ARM
Weightlifting,tokyo-2020,Men's 109kg,Men,BRONZE,Athlete,Arturs PLESNIEKS,Latvia,LV,LAT
Weightlifting,tokyo-2020,Men's 109kg,Men,GOLD,Athlete,Akbar DJURAEV,Uzbekistan,UZ,UZB
Baseball/Softball,tokyo-2020,Baseball,Men,GOLD,GameTeam,,Japan,JP,JPN
Baseball/Softball,tokyo-2020,Baseball,Men,SILVER,GameTeam,,United States of America,US,USA
Baseball/Softball,tokyo-2020,Baseball,Men,BRONZE,GameTeam,,Dominican Republic,DO,DOM
Baseball/Softball,tokyo-2020,Softball,Women,GOLD,GameTeam,,Japan,JP,JPN
Baseball/Softball,tokyo-2020,Softball,Women,SILVER,GameTeam,,United States of America,US,USA
Baseball/Softball,tokyo-2020,Softball,Women,BRONZE,GameTeam,,Canada,CA,CAN
Equestrian,tokyo-2020,Eventing Individual,Open,GOLD,Athlete,Julia KRAJEWSKI,Germany,DE,GER
Equestrian,tokyo-2020,Eventing Individual,Open,SILVER,Athlete,Tom MCEWEN,Great Britain,GB,GBR
Equestrian,tokyo-2020,Eventing Individual,Open,BRONZE,Athlete,Andrew HOY,Australia,AU,AUS
Equestrian,tokyo-2020,Dressage Individual,Open,SILVER,Athlete,Isabell WERTH,Germany,DE,GER
Equestrian,tokyo-2020,Dressage Individual,Open,BRONZE,Athlete,Charlotte DUJARDIN,Great Britain,GB,GBR
Equestrian,tokyo-2020,Dressage Individual,Open,GOLD,Athlete,Jessica VON BREDOW-WERNDL,Germany,DE,GER
Equestrian,tokyo-2020,Dressage Team,Open,GOLD,GameTeam,,Germany,DE,GER
Equestrian,tokyo-2020,Dressage Team,Open,SILVER,GameTeam,,United States of America,US,USA
Equestrian,tokyo-2020,Dressage Team,Open,BRONZE,GameTeam,,Great Britain,GB,GBR
Equestrian,tokyo-2020,Eventing Team,Open,GOLD,GameTeam,,Great Britain,GB,GBR
Equestrian,tokyo-2020,Eventing Team,Open,SILVER,GameTeam,,Australia,AU,AUS
Equestrian,tokyo-2020,Eventing Team,Open,BRONZE,GameTeam,,France,FR,FRA
Equestrian,tokyo-2020,Jumping Team,Open,GOLD,GameTeam,,Sweden,SE,SWE
Equestrian,tokyo-2020,Jumping Team,Open,SILVER,GameTeam,,United States of America,US,USA
Equestrian,tokyo-2020,Jumping Team,Open,BRONZE,GameTeam,,Belgium,BE,BEL
Equestrian,tokyo-2020,Jumping Individual,Open,BRONZE,Athlete,Maikel VAN DER VLEUTEN,Netherlands,NL,NED
Equestrian,tokyo-2020,Jumping Individual,Open,GOLD,Athlete,Ben MAHER,Great Britain,GB,GBR
Equestrian,tokyo-2020,Jumping Individual,Open,SILVER,Athlete,Peder FREDRICSON,Sweden,SE,SWE
Modern Pentathlon,tokyo-2020,Men's Individual,Men,BRONZE,Athlete,Woongtae JUN,Republic of Korea,KR,KOR
Modern Pentathlon,tokyo-2020,Men's Individual,Men,SILVER,Athlete,Ahmed ELGENDY,Egypt,EG,EGY
Modern Pentathlon,tokyo-2020,Men's Individual,Men,GOLD,Athlete,Joseph CHOONG,Great Britain,GB,GBR
Modern Pentathlon,tokyo-2020,Women's Individual,Women,BRONZE,Athlete,Sarolta KOVACS,Hungary,HU,HUN
Modern Pentathlon,tokyo-2020,Women's Individual,Women,GOLD,Athlete,Kate FRENCH,Great Britain,GB,GBR
Modern Pentathlon,tokyo-2020,Women's Individual,Women,SILVER,Athlete,Laura ASADAUSKAITE,Lithuania,LT,LTU
Athletics,tokyo-2020,Women's 1500m,Women,GOLD,Athlete,Faith Chepngetich KIPYEGON,Kenya,KE,KEN
Athletics,tokyo-2020,Women's 1500m,Women,BRONZE,Athlete,Sifan HASSAN,Netherlands,NL,NED
Athletics,tokyo-2020,Women's 1500m,Women,SILVER,Athlete,Laura MUIR,Great Britain,GB,GBR
Athletics,tokyo-2020,4 x 400m Relay Mixed,Mixed,GOLD,GameTeam,,Poland,PL,POL
Athletics,tokyo-2020,4 x 400m Relay Mixed,Mixed,SILVER,GameTeam,,Dominican Republic,DO,DOM
Athletics,tokyo-2020,4 x 400m Relay Mixed,Mixed,BRONZE,GameTeam,,United States of America,US,USA
Athletics,tokyo-2020,Men's Triple Jump,Men,BRONZE,Athlete,Fabrice ZANGO HUGUES,Burkina Faso,BF,BUR
Athletics,tokyo-2020,Men's Triple Jump,Men,SILVER,Athlete,Yaming ZHU,People's Republic of China,CN,CHN
Athletics,tokyo-2020,Men's Triple Jump,Men,GOLD,Athlete,Pedro P. PICHARDO,Portugal,PT,POR
Athletics,tokyo-2020,Women's 3000m Steeplechase,Women,GOLD,Athlete,Peruth CHEMUTAI,Uganda,UG,UGA
Athletics,tokyo-2020,Women's 3000m Steeplechase,Women,SILVER,Athlete,Courtney FRERICHS,United States of America,US,USA
Athletics,tokyo-2020,Women's 3000m Steeplechase,Women,BRONZE,Athlete,Hyvin KIYENG,Kenya,KE,KEN
Athletics,tokyo-2020,Women's 4 x 100m Relay,Women,GOLD,GameTeam,,Jamaica,JM,JAM
Athletics,tokyo-2020,Women's 4 x 100m Relay,Women,SILVER,GameTeam,,United States of America,US,USA
Athletics,tokyo-2020,Women's 4 x 100m Relay,Women,BRONZE,GameTeam,,Great Britain,GB,GBR
Athletics,tokyo-2020,Men's Shot Put,Men,GOLD,Athlete,Ryan CROUSER,United States of America,US,USA
Athletics,tokyo-2020,Men's Shot Put,Men,BRONZE,Athlete,Tomas WALSH,New Zealand,NZ,NZL
Athletics,tokyo-2020,Men's Shot Put,Men,SILVER,Athlete,Joe KOVACS,United States of America,US,USA
Athletics,tokyo-2020,Women's Long Jump,Women,SILVER,Athlete,Brittney REESE,United States of America,US,USA
Athletics,tokyo-2020,Women's Long Jump,Women,BRONZE,Athlete,Ese BRUME,Nigeria,NG,NGR
Athletics,tokyo-2020,Women's Long Jump,Women,GOLD,Athlete,Malaika MIHAMBO,Germany,DE,GER
Athletics,tokyo-2020,Women's 5000m,Women,GOLD,Athlete,Sifan HASSAN,Netherlands,NL,NED
Athletics,tokyo-2020,Women's 5000m,Women,BRONZE,Athlete,Gudaf TSEGAY,Ethiopia,ET,ETH
Athletics,tokyo-2020,Women's 5000m,Women,SILVER,Athlete,Hellen Onsando OBIRI,Kenya,KE,KEN
Athletics,tokyo-2020,Men's Marathon,Men,GOLD,Athlete,Eliud KIPCHOGE,Kenya,KE,KEN
Athletics,tokyo-2020,Men's Marathon,Men,BRONZE,Athlete,Bashir ABDI,Belgium,BE,BEL
Athletics,tokyo-2020,Men's Marathon,Men,SILVER,Athlete,Abdi NAGEEYE,Netherlands,NL,NED
Athletics,tokyo-2020,Women's Javelin Throw,Women,BRONZE,Athlete,Kelsey-Lee ROBERTS,Australia,AU,AUS
Athletics,tokyo-2020,Women's Javelin Throw,Women,GOLD,Athlete,Shiying LIU,People's Republic of China,CN,CHN
Athletics,tokyo-2020,Women's Javelin Throw,Women,SILVER,Athlete,Maria ANDREJCZYK,Poland,PL,POL
Athletics,tokyo-2020,Men's 110m Hurdles,Men,BRONZE,Athlete,Ronald LEVY,Jamaica,JM,JAM
Athletics,tokyo-2020,Men's 110m Hurdles,Men,GOLD,Athlete,Hansle PARCHMENT,Jamaica,JM,JAM
Athletics,tokyo-2020,Men's 110m Hurdles,Men,SILVER,Athlete,Grant HOLLOWAY,United States of America,US,USA
Athletics,tokyo-2020,Men's Long Jump,Men,GOLD,Athlete,Miltiadis TENTOGLOU,Greece,GR,GRE
Athletics,tokyo-2020,Men's Long Jump,Men,BRONZE,Athlete,Maykel MASSO,Cuba,CU,CUB
Athletics,tokyo-2020,Men's Long Jump,Men,SILVER,Athlete,Juan Miguel ECHEVARRIA,Cuba,CU,CUB
Athletics,tokyo-2020,Men's Javelin Throw,Men,GOLD,Athlete,Neeraj CHOPRA,India,IN,IND
Athletics,tokyo-2020,Men's Javelin Throw,Men,BRONZE,Athlete,Vitezslav VESELY,Czech Republic,CZ,CZE
Athletics,tokyo-2020,Men's Javelin Throw,Men,SILVER,Athlete,Jakub VADLEJCH,Czech Republic,CZ,CZE
Athletics,tokyo-2020,Men's 50km Race Walk,Men,SILVER,Athlete,Jonathan HILBERT,Germany,DE,GER
Athletics,tokyo-2020,Men's 50km Race Walk,Men,BRONZE,Athlete,Evan DUNFEE,Canada,CA,CAN
Athletics,tokyo-2020,Men's 50km Race Walk,Men,GOLD,Athlete,Dawid TOMALA,Poland,PL,POL
Athletics,tokyo-2020,Men's 200m,Men,BRONZE,Athlete,Noah LYLES,United States of America,US,USA
Athletics,tokyo-2020,Men's 200m,Men,SILVER,Athlete,Kenneth BEDNAREK,United States of America,US,USA
Athletics,tokyo-2020,Men's 200m,Men,GOLD,Athlete,Andre DE GRASSE,Canada,CA,CAN
Athletics,tokyo-2020,Women's 400m,Women,BRONZE,Athlete,Allyson FELIX,United States of America,US,USA
